       17.999901       209.31598       4.4526145
       18.099899       228.19387       4.7894066
       18.199900       218.40410       4.4585511
       18.299900       228.61691       4.6101455
       18.399900       233.15849       4.6177500
       18.499901       216.50061       4.2131559
       18.599899       234.95455       4.5042405
       18.699900       224.76955       4.2264248
       18.799900       231.68139       4.3085538
       18.899900       231.15241       4.2743561
       18.999901       220.77770       4.0138575
       19.099899       229.25920       4.1583786
       19.199900       221.27208       3.9501629
       19.299900       229.56784       4.0582594
       19.399900       229.11124       4.0264034
       19.499901       216.89582       3.7733757
       19.599899       230.60223       3.9444390
       19.699900       220.94918       3.7488702
       19.799900       227.80661       3.8227137
       19.899900       224.54296       3.7745598
       19.999901       217.12913       3.5961707
       20.099899       231.30187       3.7567853
       20.199900       218.71207       3.5503332
       20.299900       230.70992       3.6760725
       20.399900       234.97417       3.6935015
       20.499901       223.03352       3.4965199
       20.599899       230.48624       3.5768389
       20.699900       227.59741       3.4576033
       20.799900       239.97369       3.5693416
       20.899900       251.29624       3.7123378
       20.999901       253.57288       3.6271001
       21.099899       291.17345       3.9548211
       21.199900       318.20935       4.0883728
       21.299900       357.41678       4.3560529
       21.399900       394.90796       4.6536156
       21.499901       391.20540       4.5051636
       21.599899       401.04472       4.6413824
       21.699900       364.62010       4.3763728
       21.799900       323.92779       4.1469593
       21.899900       292.42627       4.0045227
       21.999901       255.66502       3.6420323
       22.099899       246.70390       3.6403150
       22.199900       233.75349       3.5040724
       22.299900       229.48328       3.4904482
       22.399900       235.36637       3.5926488
       22.499901       223.34512       3.4040535
       22.599899       231.14762       3.5236735
       22.699900       225.05459       3.4382539
       22.799900       218.19424       3.4035123
       22.899900       221.73274       3.4870444
       22.999901       211.97533       3.3162770
       23.099899       216.05629       3.4067041
       23.199900       206.20182       3.2910938
       23.299900       203.36068       3.2857852
       23.399900       206.95938       3.3688767
       23.499901       205.25335       3.2632719
       23.599899       213.76649       3.3886036
       23.699900       209.87593       3.3202848
       23.799900       206.88319       3.3141204
       23.899900       204.71971       3.3505986
       23.999901       194.21554       3.1743158
       24.099899       201.48766       3.2898430
       24.199900       201.25946       3.2514132
       24.299900       200.72504       3.2644231
       24.399900       202.53906       3.3327057
       24.499901       192.63860       3.1614026
       24.599899       198.06307       3.2617653
       24.699900       196.80869       3.2152604
       24.799900       203.16775       3.2842262
       24.899900       199.29905       3.3059416
       24.999901       187.81377       3.1215612
       25.099899       198.00184       3.2612610
       25.199900       194.41125       3.1956169
       25.299900       186.67477       3.1480998
       25.399900       195.77697       3.2765995
       25.499901       192.53679       3.1605670
       25.599899       189.85854       3.1934934
