14.700062 14.700130 * * * * 60.000000 1199999688.587000 30.000000 1200000823.309100 
14.700062 14.700130 * * * * 26.000000 1199999353.015300 21.000000 1200000821.282400 
14.700062 14.700130 * * * * 23.000000 1199999351.991700 24.000000 1200000825.391000 
14.700062 14.700130 * * * * 10.000000 1199999349.748100 24.000000 1200000820.338900 
14.700062 14.700130 * * * * 27.000000 1199999350.765300 30.000000 1200000821.442500 
14.700062 14.700130 * * * * 33.000000 1199999351.244300 28.000000 1200000822.709000 
14.700062 14.700130 * * * * 16.000000 1199999352.500100 21.000000 1200000821.508500 
14.700062 14.700130 * * * * 22.000000 1199999348.917900 21.000000 1200000821.907800 
14.700062 14.700130 * * * * 27.000000 1199999352.382300 24.000000 1200000821.064900 
14.700062 14.700130 * * * * 61.000000 1199999357.123200 18.000000 1200000819.329400 
14.700062 14.700130 * * * * 114.000000 1199999353.089400 31.000000 1200000817.240800 
14.700062 14.700130 * * * * 270.000000 1199999354.307800 72.000000 1200000825.475900 
14.700062 14.700130 * * * * 350.000000 1199999355.456800 87.000000 1200000818.912100 
14.700062 14.700130 * * * * 142.000000 1199999354.555900 77.000000 1200000825.202800 
14.700062 14.700130 * * * * 62.000000 1199999353.799100 63.000000 1200000822.458200 
14.700062 14.700130 * * * * 52.000000 1199999353.957900 70.000000 1200000818.627600 
14.700062 14.700130 * * * * 54.000000 1199999352.823000 127.000000 1200000820.115900 
14.700062 14.700130 * * * * 98.000000 1199999358.018200 210.000000 1200000817.271100 
14.700062 14.700130 * * * * 91.000000 1199999360.523200 272.000000 1200000821.944800 
14.700062 14.700130 * * * * 42.000000 1199999350.437200 131.000000 1200000823.072000 
14.700062 14.700130 * * * * 28.000000 1199999355.750800 51.000000 1200000820.491900 
14.700062 14.700130 * * * * 33.000000 1199999355.527900 30.000000 1200000821.345400 
14.700062 14.700130 * * * * 32.000000 1199999354.174500 25.000000 1200000818.804000 
14.700062 14.700130 * * * * 22.000000 1199999354.849200 25.000000 1200000820.242300 
14.700062 14.700130 * * * * 24.000000 1199999352.635300 27.000000 1200000820.628700 
14.700062 14.700130 * * * * 19.000000 1199999355.200300 23.000000 1200000818.848400 
14.700062 14.700130 * * * * 34.000000 1199999353.341200 24.000000 1200000820.506700 
14.700062 14.700130 * * * * 20.000000 1199999352.885900 28.000000 1200000820.772400 
14.700062 14.700130 * * * * 21.000000 1199999354.732900 30.000000 1200000819.805000 
14.700062 14.700130 * * * * 23.000000 1199999355.947700 27.000000 1200000821.527800 
14.700062 14.700130 * * * * 22.000000 1199999356.760900 24.000000 1200000820.841700 
