3.9918	2.4668	2.7027	2.5016	2.2414	2.2440	2.0113	1.900
1.7849	1.7825	1.6490	1.4734	1.3835	1.3968	1.3708
1.1635	1.1048	1.1963	1.1978	1.0392	1.0331	1.0618
1.0604	1.0070	0.9740	1.0298	1.0495	0.9566	0.9487
1.0109	1.0164	0.9770	0.9357	1.0383	1.0691	0.9457
0.9757	0.9992	1.0464	0.9587	0.9375	0.9888	0.9721
0.9391	0.9335	0.9982	0.8798	0.9205
