       15.000000       233.67725       4.7044507
       15.100000       252.30119       5.0360232
       15.200000       255.27969       5.0548434
       15.300000       254.87694       5.0387010
       15.400000       252.04742       4.9741297
       15.500000       258.82754       5.0742687
       15.600000       254.06027       5.0343266
       15.700000       251.43929       5.0274539
       15.800000       248.62274       4.9519395
       15.900000       248.24248       4.8991321
       16.000000       258.82105       5.0774090
       16.100000       249.78914       4.9516931
       16.200001       251.15303       4.9968950
       16.299999       251.20063       4.9813530
       16.400000       244.56451       4.8693713
       16.500000       247.63070       4.9879019
       16.600000       245.86061       4.8934373
       16.700001       248.92115       4.9668069
       16.799999       254.20751       4.9802721
       16.900000       255.63527       4.9616072
       17.000000       253.90909       5.0400622
       17.100000       254.03464       4.9992520
       17.200001       252.23379       4.9951863
       17.299999       252.92739       4.9912644
       17.400000       248.63500       4.9244092
       17.500000       252.39049       5.0392574
       17.600000       249.87572       4.9102743
       17.700001       246.26673       4.8750008
       17.799999       248.12542       4.8812042
       17.900000       254.61751       5.1196772
