       38.999901       2397.4974       19.999472
       39.099899       2320.4387       20.957750
       39.199902       2321.0382       20.900353
       39.299900       2342.8977       20.726686
       39.399899       2236.2650       19.944693
       39.499901       2277.6625       18.238260
       39.599899       2243.7777       19.290416
       39.699902       2255.6665       19.421541
       39.799900       2284.8769       18.928217
       39.899899       2232.8083       18.311048
       39.999901       2270.7111       17.315470
       40.099899       2255.2437       18.320093
       40.199902       2285.5402       18.511441
       40.299900       2338.3857       18.089083
       40.399899       2353.8714       17.775229
       40.499901       2386.7988       16.882890
       40.599899       2370.5287       17.769272
       40.699902       2419.5134       18.069303
       40.799900       2491.4880       17.651435
       40.899899       2523.3820       17.415792
       40.999901       2470.3754       16.436296
       41.099899       2455.2240       17.298021
       41.199902       2541.7762       17.627897
       41.299900       2588.5978       17.160633
       41.399899       2624.7672       17.033857
       41.499901       2619.9715       16.334361
       41.599899       2604.8764       16.976255
       41.699902       2611.6808       16.849235
       41.799900       2841.0193       17.030445
       41.899899       2686.9483       17.139829
       41.999901       2699.1977       16.579633
       42.099899       2699.8141       17.282847
       42.199902       2667.6760       17.029106
       42.299900       2911.6968       17.240935
       42.399899       2752.2773       17.345994
       42.499901       2735.2890       17.977946
       42.599899       2598.5013       17.673740
       42.699902       2620.7796       17.632031
       42.799900       2823.3023       17.736219
       42.899899       2626.8920       17.798548
       42.999901       2590.7739       18.433364
       43.099899       2480.9797       18.133010
       43.199902       2447.7442       17.756590
       43.299900       2593.4224       17.722968
       43.399899       2423.9910       17.954776
       43.499901       2392.8173       18.746092
       43.599899       2294.2331       18.326220
       43.699902       2223.9716       17.843767
       43.799900       2452.9157       18.118588
       43.899899       2300.0447       18.444490
       43.999901       2320.5476       19.512618
       44.099899       2306.8961       19.529735
       44.199902       2275.5524       19.181340
       44.299900       2585.0027       19.731853
       44.399899       2401.6454       20.210667
       44.499901       2418.9007       21.312066
       44.599899       2468.1648       21.522145
       44.699902       2407.4753       21.003379
       44.799900       2728.3771       21.493006
       44.899899       2555.5231       22.179335
